paper_id,title,abstract,categories,text,label_list
704.194,Additional Explanatory Notes on the Analytic Proof of the Finite   Generation of the Canonical Ring,  This set of notes provides some additional explanatory material on the analytic proof of the finite generation of the canonical ring for a compact complex algebraic manifold of general type. ,math.AG math.CV,Additional Explanatory Notes on the Analytic Proof of the Finite   Generation of the Canonical Ring.   This set of notes provides some additional explanatory material on the analytic proof of the finite generation of the canonical ring for a compact complex algebraic manifold of general type.,['math.AG']
704.0882,A Dark Energy model combining DGP gravity and Chaplygin gas,"  The expansion of the Universe is accelerating, as testified by observations of supernovae of type Ia as a function of redshift. Explanations are of two types: modifications of Einstein gravity or new forms of energy, coined dark energy.The accelerated expansion is explained here by a combination of Dvali-Gabadadze-Porrati (DGP) model gravity and Chaplygin gas dark energy. Both models are characterized by a length scale L which may be the same. The continuity equation for the combined model is derived in flat geometry, and solved by numerical methods. The solution is shown to have the expected properties: at very small scales (a<<L) the energy density behaves as pressureless dust, at very large scales (a>>L) as a cosmological constant. The modifications to the DGP model and the Chaplygin gas model occur for values of a L. The results show an increase in the present dark energy density relative to the plain DGP model. ",astro-ph,"A Dark Energy model combining DGP gravity and Chaplygin gas.   The expansion of the Universe is accelerating, as testified by observations of supernovae of type Ia as a function of redshift. Explanations are of two types: modifications of Einstein gravity or new forms of energy, coined dark energy.The accelerated expansion is explained here by a combination of Dvali-Gabadadze-Porrati (DGP) model gravity and Chaplygin gas dark energy. Both models are characterized by a length scale L which may be the same. The continuity equation for the combined model is derived in flat geometry, and solved by numerical methods. The solution is shown to have the expected properties: at very small scales (a<<L) the energy density behaves as pressureless dust, at very large scales (a>>L) as a cosmological constant. The modifications to the DGP model and the Chaplygin gas model occur for values of a L. The results show an increase in the present dark energy density relative to the plain DGP model.",['astro-ph']
704.027,The HARPS search for southern extra-solar planets. X. A m sin i = 11   Mearth planet around the nearby spotted M dwarf GJ 674,"  Context: How planet properties depend on stellar mass is a key diagnostic of planetary formation mechanisms. Aims: This motivates planet searches around stars which are significantly more massive or less massive than the Sun, and in particular our radial velocity search for planets around very-low mass stars. Methods: As part of that program, we obtained measurements of GJ 674, an M2.5 dwarf at d=4.5 pc, which have a dispersion much in excess of their internal errors. An intensive observing campaign demonstrates that the excess dispersion is due to two superimposed coherent signals, with periods of 4.69 and 35 days. Results: These data are well described by a 2-planet Keplerian model where each planet has a ~11 Mearth minimum mass. A careful analysis of the (low level) magnetic activity of GJ 674 however demonstrates that the 35-day period coincides with the stellar rotation period. This signal therefore originates in a spot inhomogeneity modulated by stellar rotation. The 4.69-day signal on the other hand is caused by a bona-fide planet, GJ 674b. Conclusion: Its detection adds to the growing number of Neptune-mass planets around M-dwarfs, and reinforces the emerging conclusion that this mass domain is much more populated than the jovian mass range. We discuss the metallicity distributions of M dwarf with and without planets and find a low 11% probability that they are drawn from the same parent distribution. Moreover, we find tentative evidence that the host star metallicity correlates with the total mass of their planetary system. ",astro-ph,"The HARPS search for southern extra-solar planets. X. A m sin i = 11   Mearth planet around the nearby spotted M dwarf GJ 674.   Context: How planet properties depend on stellar mass is a key diagnostic of planetary formation mechanisms. Aims: This motivates planet searches around stars which are significantly more massive or less massive than the Sun, and in particular our radial velocity search for planets around very-low mass stars. Methods: As part of that program, we obtained measurements of GJ 674, an M2.5 dwarf at d=4.5 pc, which have a dispersion much in excess of their internal errors. An intensive observing campaign demonstrates that the excess dispersion is due to two superimposed coherent signals, with periods of 4.69 and 35 days. Results: These data are well described by a 2-planet Keplerian model where each planet has a ~11 Mearth minimum mass. A careful analysis of the (low level) magnetic activity of GJ 674 however demonstrates that the 35-day period coincides with the stellar rotation period. This signal therefore originates in a spot inhomogeneity modulated by stellar rotation. The 4.69-day signal on the other hand is caused by a bona-fide planet, GJ 674b. Conclusion: Its detection adds to the growing number of Neptune-mass planets around M-dwarfs, and reinforces the emerging conclusion that this mass domain is much more populated than the jovian mass range. We discuss the metallicity distributions of M dwarf with and without planets and find a low 11% probability that they are drawn from the same parent distribution. Moreover, we find tentative evidence that the host star metallicity correlates with the total mass of their planetary system.",['astro-ph']
704.0445,Geometrically Engineering the Standard Model: Locally Unfolding Three   Families out of E8,"  This paper extends and builds upon the results of an earlier paper, in which we described how to use the tools of geometrical engineering to deform geometrically-engineered grand unified models into ones with lower symmetry. This top-down unfolding has the advantage that the relative positions of singularities giving rise to the many `low energy' matter fields are related by only a few parameters which deform the geometry of the unified model. And because the relative positions of singularities are necessary to compute the superpotential, for example, this is a framework in which the arbitrariness of geometrically engineered models can be greatly reduced.   In our earlier paper, this picture was made concrete for the case of deforming the representations of an SU(5) model into their Standard Model content. In this paper we continue that discussion to show how a geometrically engineered 16 of SO(10) can be unfolded into the Standard Model, and how the three families of the Standard Model uniquely emerge from the unfolding of a single, isolated E8 singularity. ",hep-th,"Geometrically Engineering the Standard Model: Locally Unfolding Three   Families out of E8.   This paper extends and builds upon the results of an earlier paper, in which we described how to use the tools of geometrical engineering to deform geometrically-engineered grand unified models into ones with lower symmetry. This top-down unfolding has the advantage that the relative positions of singularities giving rise to the many `low energy' matter fields are related by only a few parameters which deform the geometry of the unified model. And because the relative positions of singularities are necessary to compute the superpotential, for example, this is a framework in which the arbitrariness of geometrically engineered models can be greatly reduced.   In our earlier paper, this picture was made concrete for the case of deforming the representations of an SU(5) model into their Standard Model content. In this paper we continue that discussion to show how a geometrically engineered 16 of SO(10) can be unfolded into the Standard Model, and how the three families of the Standard Model uniquely emerge from the unfolding of a single, isolated E8 singularity.",['hep-th']
704.0719,Gravitational Wave Signals from Chaotic System: A Point Mass with A Disk,"  We study gravitational waves from a particle moving around a system of a point mass with a disk in Newtonian gravitational theory. A particle motion in this system can be chaotic when the gravitational contribution from a surface density of a disk is comparable with that from a point mass. In such an orbit, we sometimes find that there appears a phase of the orbit in which particle motion becomes to be nearly regular (the so-called ``stagnant motion'') for a finite time interval between more strongly chaotic phases. To study how these different chaotic behaviours affect on observation of gravitational waves, we investigate a correlation of the particle motion and the waves. We find that such a difference in chaotic motions reflects on the wave forms and energy spectra. The character of the waves in the stagnant motion is quite different from that either in a regular motion or in a more strongly chaotic motion. This suggests that we may make a distinction between different chaotic behaviours of the orbit via the gravitational waves. ",gr-qc astro-ph,"Gravitational Wave Signals from Chaotic System: A Point Mass with A Disk.   We study gravitational waves from a particle moving around a system of a point mass with a disk in Newtonian gravitational theory. A particle motion in this system can be chaotic when the gravitational contribution from a surface density of a disk is comparable with that from a point mass. In such an orbit, we sometimes find that there appears a phase of the orbit in which particle motion becomes to be nearly regular (the so-called ``stagnant motion'') for a finite time interval between more strongly chaotic phases. To study how these different chaotic behaviours affect on observation of gravitational waves, we investigate a correlation of the particle motion and the waves. We find that such a difference in chaotic motions reflects on the wave forms and energy spectra. The character of the waves in the stagnant motion is quite different from that either in a regular motion or in a more strongly chaotic motion. This suggests that we may make a distinction between different chaotic behaviours of the orbit via the gravitational waves.","['gr-qc', 'astro-ph']"
704.1715,"Spectrum of cosmic rays, produced in supernova remnants",  Nonlinear kinetic theory of cosmic ray (CR) acceleration in supernova remnants is employed to calculate CR spectra. The magnetic field in SNRs is assumed to be significantly amplified by the efficiently accelerating nuclear CR component. It is shown that the calculated CR spectra agree in a satisfactory way with the existing measurements up to the energy $10^{17}$ eV. The power law spectrum of protons extends up to the energy $3\times 10^{15}$ eV with a subsequent exponential cutoff. It gives a natural explanation for the observed knee in the Galactic CR spectrum. The maximum energy of the accelerated nuclei is proportional to their charge number $Z$. Therefore the break in the Galactic CR spectrum is the result of the contribution of progressively heavier species in the overall CR spectrum so that at $10^{17}$ eV the CR spectrum is dominated by iron group nuclei. It is shown that this component plus a suitably chosen extragalactic CR component can give a consistent description for the entire Galactic CR spectrum. ,astro-ph,"Spectrum of cosmic rays, produced in supernova remnants.   Nonlinear kinetic theory of cosmic ray (CR) acceleration in supernova remnants is employed to calculate CR spectra. The magnetic field in SNRs is assumed to be significantly amplified by the efficiently accelerating nuclear CR component. It is shown that the calculated CR spectra agree in a satisfactory way with the existing measurements up to the energy $10^{17}$ eV. The power law spectrum of protons extends up to the energy $3\times 10^{15}$ eV with a subsequent exponential cutoff. It gives a natural explanation for the observed knee in the Galactic CR spectrum. The maximum energy of the accelerated nuclei is proportional to their charge number $Z$. Therefore the break in the Galactic CR spectrum is the result of the contribution of progressively heavier species in the overall CR spectrum so that at $10^{17}$ eV the CR spectrum is dominated by iron group nuclei. It is shown that this component plus a suitably chosen extragalactic CR component can give a consistent description for the entire Galactic CR spectrum.",['astro-ph']
704.1841,Gaseous Inner Disks,"  As the likely birthplaces of planets and an essential conduit for the buildup of stellar masses, inner disks are of fundamental interest in star and planet formation. Studies of the gaseous component of inner disks are of interest because of their ability to probe the dynamics, physical and chemical structure, and gas content of this region. We review the observational and theoretical developments in this field, highlighting the potential of such studies to, e.g., measure inner disk truncation radii, probe the nature of the disk accretion process, and chart the evolution in the gas content of disks. Measurements of this kind have the potential to provide unique insights on the physical processes governing star and planet formation. ",astro-ph,"Gaseous Inner Disks.   As the likely birthplaces of planets and an essential conduit for the buildup of stellar masses, inner disks are of fundamental interest in star and planet formation. Studies of the gaseous component of inner disks are of interest because of their ability to probe the dynamics, physical and chemical structure, and gas content of this region. We review the observational and theoretical developments in this field, highlighting the potential of such studies to, e.g., measure inner disk truncation radii, probe the nature of the disk accretion process, and chart the evolution in the gas content of disks. Measurements of this kind have the potential to provide unique insights on the physical processes governing star and planet formation.",['astro-ph']
704.1638,Accelerated expansion of the Universe filled up with the scalar   gravitons,"  The concept of the scalar graviton as the source of the dark matter and dark energy of the gravitaional origin is applied to study the evolution of the isotropic homogeneous Universe. A realistic self-consistent solution to the modified pure gravity equations, which correctly describes the accelerated expansion of the spatially flat Universe, is found and investigated. It is argued that the scenario with the scalar gravitons filling up the Universe may emulate the LCDM model, reducing thus the true dark matter to an artefact. ",gr-qc astro-ph hep-ph,"Accelerated expansion of the Universe filled up with the scalar   gravitons.   The concept of the scalar graviton as the source of the dark matter and dark energy of the gravitaional origin is applied to study the evolution of the isotropic homogeneous Universe. A realistic self-consistent solution to the modified pure gravity equations, which correctly describes the accelerated expansion of the spatially flat Universe, is found and investigated. It is argued that the scenario with the scalar gravitons filling up the Universe may emulate the LCDM model, reducing thus the true dark matter to an artefact.","['gr-qc', 'astro-ph', 'hep-ph']"
704.0748,Experimental Challenges Involved in Searches for Axion-Like Particles   and Nonlinear Quantum Electrodynamic Effects by Sensitive Optical Techniques,"  We discuss the experimental techniques used to date for measuring the changes in polarization state of a laser produced by a strong transverse magnetic field acting in a vacuum. We point out the likely artifacts that can arise in such experiments, with particular reference to the recent PVLAS observations and the previous findings of the BFRT collaboration. Our observations are based on studies with a photon-noise limited coherent homodyne interferometer with a polarization sensitivity of 2x10^-8 rad Hz^(1/2) mW^(-1/2). ",hep-th hep-ph,"Experimental Challenges Involved in Searches for Axion-Like Particles   and Nonlinear Quantum Electrodynamic Effects by Sensitive Optical Techniques.   We discuss the experimental techniques used to date for measuring the changes in polarization state of a laser produced by a strong transverse magnetic field acting in a vacuum. We point out the likely artifacts that can arise in such experiments, with particular reference to the recent PVLAS observations and the previous findings of the BFRT collaboration. Our observations are based on studies with a photon-noise limited coherent homodyne interferometer with a polarization sensitivity of 2x10^-8 rad Hz^(1/2) mW^(-1/2).","['hep-th', 'hep-ph']"
704.1527,Study of exotic hadrons in s-wave chiral dynamics,"  We study the exotic hadrons in s-wave scattering of the Nambu-Goldstone boson with a target hadron based on chiral dynamics. Utilizing the low energy theorem of chiral symmetry, we show that the s-wave interaction is not strong enough to generate bound states in exotic channels in flavor SU(3) symmetric limit, although the interaction is responsible for generating some nonexotic hadron resonances dynamically. We discuss the renormalization condition adopted in this analysis. ",hep-ph nucl-th,"Study of exotic hadrons in s-wave chiral dynamics.   We study the exotic hadrons in s-wave scattering of the Nambu-Goldstone boson with a target hadron based on chiral dynamics. Utilizing the low energy theorem of chiral symmetry, we show that the s-wave interaction is not strong enough to generate bound states in exotic channels in flavor SU(3) symmetric limit, although the interaction is responsible for generating some nonexotic hadron resonances dynamically. We discuss the renormalization condition adopted in this analysis.","['hep-ph', 'nucl-th']"
704.0688,Strong Spherical Asymptotics for Rotor-Router Aggregation and the   Divisible Sandpile,"  The rotor-router model is a deterministic analogue of random walk. It can be used to define a deterministic growth model analogous to internal DLA. We prove that the asymptotic shape of this model is a Euclidean ball, in a sense which is stronger than our earlier work. For the shape consisting of $n=\omega_d r^d$ sites, where $\omega_d$ is the volume of the unit ball in $\R^d$, we show that the inradius of the set of occupied sites is at least $r-O(\log r)$, while the outradius is at most $r+O(r^\alpha)$ for any $\alpha > 1-1/d$. For a related model, the divisible sandpile, we show that the domain of occupied sites is a Euclidean ball with error in the radius a constant independent of the total mass. For the classical abelian sandpile model in two dimensions, with $n=\pi r^2$ particles, we show that the inradius is at least $r/\sqrt{3}$, and the outradius is at most $(r+o(r))/\sqrt{2}$. This improves on bounds of Le Borgne and Rossin. Similar bounds apply in higher dimensions. ",math.PR cond-mat.stat-mech math-ph math.CO math.MP,"Strong Spherical Asymptotics for Rotor-Router Aggregation and the   Divisible Sandpile.   The rotor-router model is a deterministic analogue of random walk. It can be used to define a deterministic growth model analogous to internal DLA. We prove that the asymptotic shape of this model is a Euclidean ball, in a sense which is stronger than our earlier work. For the shape consisting of $n=\omega_d r^d$ sites, where $\omega_d$ is the volume of the unit ball in $\R^d$, we show that the inradius of the set of occupied sites is at least $r-O(\log r)$, while the outradius is at most $r+O(r^\alpha)$ for any $\alpha > 1-1/d$. For a related model, the divisible sandpile, we show that the domain of occupied sites is a Euclidean ball with error in the radius a constant independent of the total mass. For the classical abelian sandpile model in two dimensions, with $n=\pi r^2$ particles, we show that the inradius is at least $r/\sqrt{3}$, and the outradius is at most $(r+o(r))/\sqrt{2}$. This improves on bounds of Le Borgne and Rossin. Similar bounds apply in higher dimensions.","['cond-mat.stat-mech', 'math-ph', 'math.MP']"
704.0245,One-loop MHV Rules and Pure Yang-Mills,"  It has been known for some time that the standard MHV diagram formulation of perturbative Yang-Mills theory is incomplete, as it misses rational terms in one-loop scattering amplitudes of pure Yang-Mills. We propose that certain Lorentz violating counterterms, when expressed in the field variables which give rise to standard MHV vertices, produce precisely these missing terms. These counterterms appear when Yang-Mills is treated with a regulator, introduced by Thorn and collaborators, which arises in worldsheet formulations of Yang-Mills theory in the lightcone gauge. As an illustration of our proposal, we show that a simple one-loop, two-point counterterm is the generating function for the infinite sequence of one-loop, all-plus helicity amplitudes in pure Yang-Mills, in complete agreement with known expressions. ",hep-th hep-ph,"One-loop MHV Rules and Pure Yang-Mills.   It has been known for some time that the standard MHV diagram formulation of perturbative Yang-Mills theory is incomplete, as it misses rational terms in one-loop scattering amplitudes of pure Yang-Mills. We propose that certain Lorentz violating counterterms, when expressed in the field variables which give rise to standard MHV vertices, produce precisely these missing terms. These counterterms appear when Yang-Mills is treated with a regulator, introduced by Thorn and collaborators, which arises in worldsheet formulations of Yang-Mills theory in the lightcone gauge. As an illustration of our proposal, we show that a simple one-loop, two-point counterterm is the generating function for the infinite sequence of one-loop, all-plus helicity amplitudes in pure Yang-Mills, in complete agreement with known expressions.","['hep-th', 'hep-ph']"
704.0031,Crystal channeling of LHC forward protons with preserved distribution in   phase space,"  We show that crystal can trap a broad (x, x', y, y', E) distribution of particles and channel it preserved with a high precision. This sampled-and-hold distribution can be steered by a bent crystal for analysis downstream. In simulations for the 7 TeV Large Hadron Collider, a crystal adapted to the accelerator lattice traps 90% of diffractively scattered protons emerging from the interaction point with a divergence 100 times the critical angle. We set the criterion for crystal adaptation improving efficiency ~100-fold. Proton angles are preserved in crystal transmission with accuracy down to 0.1 microrad. This makes feasible a crystal application for measuring very forward protons at the LHC. ",hep-ph,"Crystal channeling of LHC forward protons with preserved distribution in   phase space.   We show that crystal can trap a broad (x, x', y, y', E) distribution of particles and channel it preserved with a high precision. This sampled-and-hold distribution can be steered by a bent crystal for analysis downstream. In simulations for the 7 TeV Large Hadron Collider, a crystal adapted to the accelerator lattice traps 90% of diffractively scattered protons emerging from the interaction point with a divergence 100 times the critical angle. We set the criterion for crystal adaptation improving efficiency ~100-fold. Proton angles are preserved in crystal transmission with accuracy down to 0.1 microrad. This makes feasible a crystal application for measuring very forward protons at the LHC.",['hep-ph']
704.153,A study of the $p d \to p d \eta$ reaction,"  A study of the $p d \to p d \eta$ reaction in the energy range where the recent data from Uppsala are available, is done in the two-step model of $\eta$ production including the final state interaction. The $\eta -d$ final state interaction is incorporated through the solution of the Lippmann Schwinger equation using an elastic scattering matrix element, $T_{\eta d \to \eta d}$, which is required to be half off-shell. It is written in a factorized form, with an off-shell form factor multiplying an on-shell part given by an effective range expansion up to the fourth power in momentum. The parameters of this expansion have been taken from an existing recent relativistic Faddeev equation solution for the $\eta NN$ system corresponding to different $\eta-N$ scattering amplitudes. Calculations have also been done using few body equations within a finite rank approximation (FRA) to generate $T_{\eta d \to \eta d}$. The $p-d$ final state interaction is included in the spirit of the Watson-Migdal prescription by multiplying the matrix element by the inverse of the Jost function. The $\eta-d$ interaction is found to be dominant in the region of small invariant $\eta -d$ mass, $M_{\eta d}$. The $p-d$ interaction enhances the cross section in the whole region of $M_{\eta d}$, but is larger for large $M_{\eta d}$. We find nearly isotropic angular distributions of the proton and the deuteron in the final state. All the above observations are in agreement with data. The production mechanism for the entire range of the existing data on the $p d \to p d \eta$ reaction seems to be dominated by the two-step model of $\eta$ production. ",nucl-th nucl-ex,"A study of the $p d \to p d \eta$ reaction.   A study of the $p d \to p d \eta$ reaction in the energy range where the recent data from Uppsala are available, is done in the two-step model of $\eta$ production including the final state interaction. The $\eta -d$ final state interaction is incorporated through the solution of the Lippmann Schwinger equation using an elastic scattering matrix element, $T_{\eta d \to \eta d}$, which is required to be half off-shell. It is written in a factorized form, with an off-shell form factor multiplying an on-shell part given by an effective range expansion up to the fourth power in momentum. The parameters of this expansion have been taken from an existing recent relativistic Faddeev equation solution for the $\eta NN$ system corresponding to different $\eta-N$ scattering amplitudes. Calculations have also been done using few body equations within a finite rank approximation (FRA) to generate $T_{\eta d \to \eta d}$. The $p-d$ final state interaction is included in the spirit of the Watson-Migdal prescription by multiplying the matrix element by the inverse of the Jost function. The $\eta-d$ interaction is found to be dominant in the region of small invariant $\eta -d$ mass, $M_{\eta d}$. The $p-d$ interaction enhances the cross section in the whole region of $M_{\eta d}$, but is larger for large $M_{\eta d}$. We find nearly isotropic angular distributions of the proton and the deuteron in the final state. All the above observations are in agreement with data. The production mechanism for the entire range of the existing data on the $p d \to p d \eta$ reaction seems to be dominated by the two-step model of $\eta$ production.",['nucl-th']
704.0786,Implication of the D^0 Width Difference On CP-Violation in D^0-\bar D^0   Mixing,"  Both BaBar and Belle have found evidence for a non-zero width difference in the $D^0$-$\bar D^0$ system. Although there is no direct experimental evidence for CP-violation in $D$ mixing (yet), we show that the measured values of the width difference $y\sim \Delta\Gamma$ already imply constraints on the CP-violating phase in $D$ mixing, which, if significantly different from zero, would be an unambiguous signal of new physics. ",hep-ph,"Implication of the D^0 Width Difference On CP-Violation in D^0-\bar D^0   Mixing.   Both BaBar and Belle have found evidence for a non-zero width difference in the $D^0$-$\bar D^0$ system. Although there is no direct experimental evidence for CP-violation in $D$ mixing (yet), we show that the measured values of the width difference $y\sim \Delta\Gamma$ already imply constraints on the CP-violating phase in $D$ mixing, which, if significantly different from zero, would be an unambiguous signal of new physics.",['hep-ph']
704.0956,Nodeless d-wave superconducting pairing due to residual   antiferromagnetism in underdoped Pr$_{2-x}$Ce$_x$CuO$_{4-\delta}$,"  We have investigated the doping dependence of the penetration depth vs. temperature in electron doped Pr$_{2-x}$Ce$_x$CuO$_{4-\delta}$ using a model which assumes the uniform coexistence of (mean-field) antiferromagnetism and superconductivity. Despite the presence of a $d_{x^2-y^2}$ pairing gap in the underlying spectrum, we find nodeless behavior of the low-$T$ penetration depth in underdoped case, in accord with experimental results. As doping increases, a linear-in-$T$ behavior of the penetration depth, characteristic of d-wave pairing, emerges as the lower magnetic band crosses the Fermi level and creates a nodal Fermi surface pocket. ",cond-mat.supr-con,"Nodeless d-wave superconducting pairing due to residual   antiferromagnetism in underdoped Pr$_{2-x}$Ce$_x$CuO$_{4-\delta}$.   We have investigated the doping dependence of the penetration depth vs. temperature in electron doped Pr$_{2-x}$Ce$_x$CuO$_{4-\delta}$ using a model which assumes the uniform coexistence of (mean-field) antiferromagnetism and superconductivity. Despite the presence of a $d_{x^2-y^2}$ pairing gap in the underlying spectrum, we find nodeless behavior of the low-$T$ penetration depth in underdoped case, in accord with experimental results. As doping increases, a linear-in-$T$ behavior of the penetration depth, characteristic of d-wave pairing, emerges as the lower magnetic band crosses the Fermi level and creates a nodal Fermi surface pocket.",['cond-mat.supr-con']
704.1704,Magneto-oscillations due to electron-electron interactions in the ac   conductivity of a 2D electron gas,"  Electron-electron interactions give rise to the correction, \delta\sigma^{int}(\omega), to the ac magnetoconductivity, \sigma(\omega), of a clean 2D electron gas that is periodic in \omega_c^{-1}, where \omega_c is the cyclotron frequency. Unlike conventional harmonics of the cyclotron resonance, which are periodic with \omega, this correction is periodic with \omega^{3/2}. Oscillations in \delta\sigma^{int}(\omega) develop at low magnetic fields, \omega_c\ll\omega, when the conventional harmonics are suppressed by the disorder. Their origin is a {\em double} backscattering of an electron from the impurity-induced Friedel oscillations. During the time \sim\omega^{-1} between the two backscattering events the electron travels only a {\em small portion} of the Larmour circle. ",cond-mat.mes-hall,"Magneto-oscillations due to electron-electron interactions in the ac   conductivity of a 2D electron gas.   Electron-electron interactions give rise to the correction, \delta\sigma^{int}(\omega), to the ac magnetoconductivity, \sigma(\omega), of a clean 2D electron gas that is periodic in \omega_c^{-1}, where \omega_c is the cyclotron frequency. Unlike conventional harmonics of the cyclotron resonance, which are periodic with \omega, this correction is periodic with \omega^{3/2}. Oscillations in \delta\sigma^{int}(\omega) develop at low magnetic fields, \omega_c\ll\omega, when the conventional harmonics are suppressed by the disorder. Their origin is a {\em double} backscattering of an electron from the impurity-induced Friedel oscillations. During the time \sim\omega^{-1} between the two backscattering events the electron travels only a {\em small portion} of the Larmour circle.",['cond-mat.mes-hall']
704.1462,Physical parameters of evolved stars in clusters and in the field from   line-depth ratios,"  We present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster IC 4651, for which detailed measurements of chemical composition were made in the last few years. Applying the Gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. The knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass. ",astro-ph,"Physical parameters of evolved stars in clusters and in the field from   line-depth ratios.   We present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster IC 4651, for which detailed measurements of chemical composition were made in the last few years. Applying the Gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. The knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.",['astro-ph']
704.1663,Dynamics of single polymers under extreme confinement,"  We study the dynamics of a single chain polymer confined to a two dimensional cell. We introduce a kinetically constrained lattice gas model that preserves the connectivity of the chain, and we use this kinetically constrained model to study the dynamics of the polymer at varying densities through Monte Carlo simulations. Even at densities close to the fully-packed configuration, we find that the monomers comprising the chain manage to diffuse around the box with a root mean square displacement of the order of the box dimensions over time scales for which the overall geometry of the polymer is, nevertheless, largely preserved. To capture this shape persistence, we define the local tangent field and study the two-time tangent-tangent correlation function, which exhibits a glass-like behavior. In both closed and open chains, we observe reptational motion and reshaping through local fingering events which entail global monomer displacement. ",cond-mat.stat-mech cond-mat.soft,"Dynamics of single polymers under extreme confinement.   We study the dynamics of a single chain polymer confined to a two dimensional cell. We introduce a kinetically constrained lattice gas model that preserves the connectivity of the chain, and we use this kinetically constrained model to study the dynamics of the polymer at varying densities through Monte Carlo simulations. Even at densities close to the fully-packed configuration, we find that the monomers comprising the chain manage to diffuse around the box with a root mean square displacement of the order of the box dimensions over time scales for which the overall geometry of the polymer is, nevertheless, largely preserved. To capture this shape persistence, we define the local tangent field and study the two-time tangent-tangent correlation function, which exhibits a glass-like behavior. In both closed and open chains, we observe reptational motion and reshaping through local fingering events which entail global monomer displacement.",['cond-mat.stat-mech']
704.1375,"Decrease of entanglement by local operations in the D\""ur-Cirac method","  One cannot always obtain information about entanglement by the D\""ur-Cirac (DC) method. The impracticality is attributed to the decrease of entanglement by local operations in the DC method. We show that, even in 2--qubit systems, there exist states whose entangled property the DC method never evaluates. The class of such states in 2--qubit systems is completely characterized by the value of the fully entangled fraction. Actually, a state whose fully entangled fraction is less than or equal to 1/2 is always transformed into a separable state by local operations in the DC method, even if it has negative partial transposition. ",quant-ph,"Decrease of entanglement by local operations in the D\""ur-Cirac method.   One cannot always obtain information about entanglement by the D\""ur-Cirac (DC) method. The impracticality is attributed to the decrease of entanglement by local operations in the DC method. We show that, even in 2--qubit systems, there exist states whose entangled property the DC method never evaluates. The class of such states in 2--qubit systems is completely characterized by the value of the fully entangled fraction. Actually, a state whose fully entangled fraction is less than or equal to 1/2 is always transformed into a separable state by local operations in the DC method, even if it has negative partial transposition.",['quant-ph']
704.1869,On the energy spectrum of the one-dimensional Klein-Gordon Oscillator,"  In the present article, we describe a method of introducing the harmonic potential into the Klein-Gordon equation, leading to genuine bound states. The eigenfunctions and eigenenergies are worked out explicitly. ",quant-ph,"On the energy spectrum of the one-dimensional Klein-Gordon Oscillator.   In the present article, we describe a method of introducing the harmonic potential into the Klein-Gordon equation, leading to genuine bound states. The eigenfunctions and eigenenergies are worked out explicitly.",['quant-ph']
704.0421,The Sigma-D Relation for Planetary Nebulae: Preliminary Analysis,"  An analysis of the relation between radio surface brightness and diameter, so-called Sigma-D relation, for planetary nebulae (PNe) is presented: i) the theoretical Sigma-D relation for the evolution of bremsstrahlung surface brightness is derived; ii) contrary to the results obtained earlier for the Galactic supernova remnant (SNR) samples, our results show that the updated sample of Galactic PNe does not severely suffer from volume selection effect - Malmquist bias (same as for the extragalactic SNR samples) and; iii) we conclude that the empirical Sigma-D relation for PNe derived in this paper is not useful for valid determination of distances for all observed PNe with unknown distances. ",astro-ph,"The Sigma-D Relation for Planetary Nebulae: Preliminary Analysis.   An analysis of the relation between radio surface brightness and diameter, so-called Sigma-D relation, for planetary nebulae (PNe) is presented: i) the theoretical Sigma-D relation for the evolution of bremsstrahlung surface brightness is derived; ii) contrary to the results obtained earlier for the Galactic supernova remnant (SNR) samples, our results show that the updated sample of Galactic PNe does not severely suffer from volume selection effect - Malmquist bias (same as for the extragalactic SNR samples) and; iii) we conclude that the empirical Sigma-D relation for PNe derived in this paper is not useful for valid determination of distances for all observed PNe with unknown distances.",['astro-ph']
